Date,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K,Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,DD,DNH,Essarsteel,AndhraPradesh,Telangana,Karnataka,Kerala,TamilNadu,Pondy,Bihar,DVC,Jharkhand,Odisha,WestBengal,Sikkim,ArunachalPradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura,Railways_NR,DNHDDPDCL,AMNSIL,BALCO,Railways_ER,Ladakh,NR,WR,SR,ER,4469.4
07-08-2018,216.6,164.3,235.1,105,330.9,33.7,26.8,33.4,4.8,88.7,349.2,187.4,456.1,10,7.7,17.5,10.8,178.4,205.3,183.9,63.7,313.3,7.6,85.3,67,22.6,97.5,152.1,0.9,2.1,34.7,2.2,5.7,1.6,2.2,4.6,,,,,,,,,,,
08-08-2018,217,166.9,228.1,109.9,336.6,36.4,26.4,40.1,5.2,79.8,355.2,171.3,452.7,9.5,7.7,18.2,12.4,173.8,201.3,183.5,63.2,270.3,6.4,84.6,66.3,22.6,98.9,159,0.8,2.1,30.8,2.3,5.7,1.7,2.2,4.6,,,,,,,,,,,
09-08-2018,226.2,176,210.5,116.9,374.4,38.8,26.9,42.5,5.5,84.4,341.4,174.9,434.2,9.5,7.6,18.3,11.5,174.8,200.2,185,62.2,305.3,6.5,88.5,67.1,23,109.5,166.9,1.3,2.2,33.1,2.4,5.7,1.5,2.5,5.2,,,,,,,,,,,
10-08-2018,241.3,188.4,228.2,120.7,391,38.6,28.6,39.8,5.7,86.4,353.4,179,443.3,9.5,7.6,18.1,9.2,176.1,201.5,189.3,63.2,314.5,7.6,93,66.2,24.3,108.5,172.5,1.1,2.3,34.7,2.3,5.8,1.5,2.5,4.5,,,,,,,,,,,
11-08-2018,249.1,191,226.2,117.6,379.2,40.8,28.6,38,5.9,85.8,352.1,178.5,441.3,9.5,7.7,18.1,10.2,158.3,171.4,180.2,61.9,301.7,7.5,92.6,67.8,24.8,104.8,176.3,1,2.5,32.2,2.5,5.6,1.7,2.5,4.7,,,,,,,,,,,
12-08-2018,230.1,177.8,232.6,110.4,337.4,35.5,25,36.8,4.9,84.5,336.4,179.2,425.6,9.5,7.1,18,9.3,154.7,143.2,161.9,57.3,277,7,90.8,67.7,24.3,101.3,166.4,0.9,2.3,31,2.5,5.6,1.4,2.3,4.6,,,,,,,,,,,
06-09-2021,256.3,185.8,251.3,111.9,451.9,43.9,33.8,49.5,6.7,99.5,335.2,227.7,445.8,11.3,7.4,19.3,17.6,165.7,147,159.7,67.7,280.1,8.1,126.6,67.4,29.5,115.5,174.9,1.4,2.1,36.5,2.8,5.7,1.6,2.8,4.6,,,,,,,,,,,
07-09-2021,255.7,188.4,261,114.1,430.5,43.8,33.2,45.9,6.5,93.3,333.7,226.1,421.8,11.7,7.6,19.7,17,168.6,136.3,160.3,69.9,297.2,8.5,111.6,65.9,27.7,113.5,160.4,1.4,2.5,34.1,2.8,5.6,1.6,2.8,5.2,,,,,,,,,,,
08-09-2021,255.8,183.4,264.5,109.1,423.4,43.7,32.5,43.3,6.4,97.1,319.1,223,418.9,11.7,7.6,19.9,19.2,176.9,150.1,163.7,71.5,312,8.5,118.1,66.2,29,117.6,163.2,1.5,2.2,37.1,2.7,5.6,1.5,2.4,5.3,,,,,,,,,,,
09-09-2021,254.1,191.2,259.4,109.5,433.3,44.6,31.4,46,6.2,101.7,305.6,215.1,410.4,11.4,7.6,19.8,19.3,186.6,168.2,177.5,73.1,322,8.8,124.7,68.3,30.7,116.6,173.2,1.5,2.3,39.2,2.6,5.7,1.5,2.4,4.9,,,,,,,,,,,
10-09-2021,222.1,179.5,235.2,107.7,422.5,42.6,32.4,43.8,6,96.6,298,206.8,398.8,9.9,6.8,18.4,18.4,186.6,182,168.6,73.1,315.1,8.3,128.6,69.5,32.7,117.4,177.8,1.6,2.4,39.6,2.3,5.8,1.3,2.6,5.4,,,,,,,,,,,
11-09-2021,173.6,143.4,198.9,89.3,383.8,42.1,30.6,40.3,5.4,92.6,297.5,207.7,416.9,10.1,7.1,19,17.8,183.6,186,176.9,72.7,326.7,8.7,119.6,68.2,28.8,109.9,168.7,1.4,2.4,39.8,2.5,5.5,1.6,2.6,5.1,,,,,,,,,,,
12-09-2021,147.4,128,185.4,85.2,397.4,38.6,27.5,39.9,4.5,91.2,285.8,210.2,414.5,10,7,19.3,16.3,187.6,192.8,166.4,65.1,302.7,8.4,122,65.7,28,94.8,162.7,1.1,2.4,40.6,2.7,5.4,1.5,2.5,5.4,,,,,,,,,,,
06-12-2021,136.8,120.6,257.5,62.2,284.3,36,32.2,55.6,3.2,76.3,346.1,275.7,449.5,11.5,7.1,19,18.4,153.2,166.3,155.2,74.7,266.8,7.5,74.1,64.3,25.9,92.2,106.5,1.4,2.4,23.9,2.9,7.2,1.7,2.3,2.6,,,,,,,,,,,
07-12-2021,145.1,127.9,261.8,63.8,293.1,37.4,33.2,57.2,3.2,78.5,351.5,278.5,460,11.3,7.4,18.9,18.5,154.6,171.1,156.7,75.5,277.8,7.4,75.6,63,27.1,94.2,109.4,1.5,2.3,24.7,2.9,7.3,1.6,2.3,3.1,,,,,,,,,,,
08-12-2021,147.5,130,262.4,64.3,292.7,37.9,33.1,55.8,3.2,78.5,349.2,281.3,468.9,11.7,7.5,19,18.7,165.6,172.4,160.7,76,283.3,7.5,75.2,63.7,26,99,109.4,1.8,2.3,24.8,3,6.9,1.8,2.3,3.4,,,,,,,,,,,
09-12-2021,145.1,129.2,265.6,64.4,294.9,37.9,33.8,57.7,3.2,79.8,353.4,287.2,470.3,12.3,7.3,19.1,17,160.5,174.2,165.5,76.4,281.8,7.4,74.2,64.5,27.4,100.9,112.6,1.6,2.3,25.1,2.9,7,1.7,2.3,3.6,,,,,,,,,,,
10-12-2021,141.8,129.6,267.9,66,293.6,38.4,34,57,3.3,80.5,355.9,290.6,469,12.4,7.5,19.2,17.2,159,171.3,163.7,76,282.2,7.3,75.3,64.7,27,103.4,113.1,1.6,2.2,25.1,2.9,7.1,1.7,2.3,3.7,,,,,,,,,,,
11-12-2021,138,126.2,267.6,63.3,288.6,38.1,33.7,58.2,3.2,79.1,356,287.7,472.4,12.4,7.4,19.2,17.1,158.3,171.9,164.5,74.9,280.3,7.5,73.8,65.1,26.3,105.9,112.9,1.4,2.2,23.7,3.2,6.9,1.7,2.5,3.6,,,,,,,,,,,
12-12-2021,128.7,115.6,265.5,60.1,273.4,35.5,31.1,57.6,3,78.7,343,285.9,462.5,12.4,6.7,18.8,17.4,158.3,170.5,149,69.1,245.3,6.8,72.4,63.9,26.1,110.1,103.5,1.2,2.3,23.3,3.2,6.9,1.7,2.5,3.1,,,,,,,,,,,
07-01-2019,108.1,123.5,239.9,71,274.4,38.4,29.9,45.8,3.6,79.1,320.3,253.2,409,8.8,6.5,17.3,10.2,163.5,179.9,207.6,63.2,285,7.5,71.7,65.4,23,71.6,117.9,1.3,2,23,2.8,6.4,1.7,2,3.5,,,,,,,,,,,
08-01-2019,112.7,131.5,242.1,68.7,289.2,39.7,30.1,51.3,4.1,79,323.3,256,415.4,9.1,6.6,17.5,10.6,163.3,182,207.5,59.8,296.5,7.2,74.6,65.1,24.6,70.4,112.6,1.4,2.4,22.1,2.9,6.4,1.7,2.1,3.4,,,,,,,,,,,
09-01-2019,113.5,131,243.4,71.1,289.2,39.6,30.3,51.3,3.9,80,322.5,257,415.3,8.9,6.7,17.4,10.3,161.2,180.5,206,59.9,296.1,7.4,74.9,65.1,24.4,68.9,108.2,1.4,2.1,21.8,2.8,6.7,1.7,2,3.6,,,,,,,,,,,
10-01-2019,113.8,129.9,238.3,71,292.5,40.7,30.6,52.3,3.8,84.2,324.8,257.9,414.9,9,6.7,17.7,10.2,164.6,182.2,213.3,64.4,293.2,7.6,78.6,65.1,24.8,68.3,114.2,1.4,2.1,22.5,2.9,6.6,1.5,2.1,4.1,,,,,,,,,,,
11-01-2019,115,131.2,244,71.4,293.3,40.5,30.4,53,3.9,81.3,329.5,258.1,410.9,9.5,6.9,17.5,10.9,165,183.5,219,66.2,295.2,7.6,77.4,66.2,24.4,70.8,115.4,1.4,2.4,23,2.9,6.3,1.8,2.2,4.2,,,,,,,,,,,
12-01-2019,112.8,130.2,234.2,67.7,291.9,39.4,29.9,54.2,3.6,79.3,327.3,259,412.5,9.4,7,17.5,10.7,162.8,179.3,215.2,67,290.2,7.9,74.4,69.6,24.6,71.2,114.2,1.4,2.2,23.8,3,6.4,1.9,2.3,4,,,,,,,,,,,
13-01-2019,107.4,116.6,233.9,65.4,285.5,35.6,27.3,54.2,3.2,81.8,315.6,253.7,401.3,9.5,6.9,17.3,10.7,161.7,178.7,201.9,60.3,275.1,7.3,75.7,66.2,24.8,68.3,104.1,1.4,2.2,23.4,2.7,6.3,1.9,2.1,3.8,,,,,,,,,,,
07-02-2022,116.8,123.4,278.9,69.2,315.7,41.2,33.8,59.8,4,93.1,354.8,300.5,518.7,11.9,7.3,19.7,17.6,200.1,212.5,246.1,76.7,316.5,7.5,85,69.1,29.9,102.7,113.1,1.9,2.5,25,3.6,7.7,1.9,2.8,3.6,,,,,,,,,,,
08-02-2022,116.9,125.4,282.8,69.6,315.9,42,33.8,61.3,4.1,94.2,363.7,303.1,528.2,12,7.6,19.9,17.9,199.6,217.4,249.8,79,328.1,7.9,84.4,70.2,29.6,104.7,117.2,2,2.5,25.7,3.6,7.7,2.1,2.8,3.6,,,,,,,,,,,
09-02-2022,118.2,120.3,266.6,69,308.6,44.4,34.8,61.3,3.9,94.3,357.8,299.6,517.5,12,7.8,19.9,18.8,202.9,217.9,250.6,79.5,327.2,7.9,84,69,29.9,108.5,117.8,1.9,2.5,25.9,3.6,7.7,2,2.4,3.7,,,,,,,,,,,
10-02-2022,118.5,124.8,272.8,67.8,305.8,42.1,33.9,60.1,3.7,86.8,354.9,292.5,527.7,12,7.7,19.9,19.4,201,218.3,249.2,79.2,330,7.7,80.3,68.5,28.6,109.3,117.3,1.9,2.6,25.8,3.7,7.5,2,2.5,3.7,,,,,,,,,,,
11-02-2022,120.5,125.9,278.7,69.3,306,42.4,33.8,61.7,3.7,91,359.7,293.3,521.8,12.4,7.5,19.8,17.5,199.4,219.3,248.2,78.3,319,7.5,82.1,70.5,29.6,108.4,116.7,1.9,2.5,25.3,3.5,7.4,1.8,2.4,3.7,,,,,,,,,,,
12-02-2022,120.3,125.9,276.8,64.1,308.3,40.7,33,59.4,3.5,90.3,357.6,294.8,528.2,12.1,7.5,19.7,17,190.9,215.2,250.1,77.8,312,7.8,81.6,70.2,29.6,107.9,115.9,1.8,2.4,24.9,3.3,7.4,1.8,2.4,3.6,,,,,,,,,,,
13-02-2022,110.6,114.5,274.3,61.5,308.2,38.9,29.7,57.5,3.1,92.6,350.5,293.8,516.2,11.4,7.1,19.3,17.2,197.5,213.5,237.2,71.9,284.9,7.5,82.9,70.3,29.8,107.1,109.8,1.5,2.4,23.6,3.4,7,1.9,2.5,3.7,,,,,,,,,,,
07-03-2022,129.9,130.5,269.3,63.9,315.1,36.5,32.4,55.5,3.2,106.8,386.8,277.2,563.9,12.9,7.7,20.1,16.7,215.5,263,268.1,84.2,315.9,7.3,85,72.4,25.4,110.4,133.4,1.7,2.3,26.3,2.8,6.6,1.6,2.3,3.8,,,,,,,,,,,
08-03-2022,144.7,139.2,269.2,65.6,317.5,37.9,31.8,56.2,3.1,107.3,394,265.3,566.2,13.7,8,20.2,16.8,220.2,263.2,269.5,85.2,323.1,8,87.9,76.4,26.6,103,137.3,1.7,2.3,26.5,2.9,6.7,1.5,2.4,4.1,,,,,,,,,,,
09-03-2022,153.4,141.8,260.1,63.3,324.5,38.1,31.3,54.1,3.1,107.4,390.1,261,559.2,13.5,8.1,20.5,17,222.8,266.7,276.4,86.6,329.4,8.1,88.5,72.7,27.6,102.9,139.4,1.7,2.3,28,3,6.7,1.8,2.4,4.1,,,,,,,,,,,
10-03-2022,152.4,138.9,260.7,65.8,326.8,38.5,30.7,56,3.1,109.8,389,247.5,560.9,14.6,7.8,20.3,16.7,224.6,269.2,280,86.7,335,8.4,89.2,72.8,27,110.2,139.7,1.7,2.4,28.4,2.9,6.6,1.8,2.6,4.1,,,,,,,,,,,
11-03-2022,152.6,141.3,261.3,67,331.2,37.5,31,55.2,3.1,110.4,402.2,264.7,556.7,14.6,8,20.7,16.6,222.3,260,284.6,87.3,343.2,8.5,89,72.5,29,111.1,142.6,1.7,2.3,28.3,2.8,6.6,1.9,2.6,3.9,,,,,,,,,,,
12-03-2022,150.1,138,266.6,63.8,334.7,36.6,30.4,54.5,3.1,106.9,398.7,268.2,549.4,14.1,8.1,20.4,17.4,216.2,254,279.7,87.5,343.9,8.3,90.7,73.2,30.1,112.6,143.8,1.5,2.4,28.1,2.7,6.5,1.9,2.2,4,,,,,,,,,,,
13-03-2022,147.1,130.4,263.4,62.4,333.5,36.2,25.7,52.2,2.9,109.4,385.3,266.2,550.1,12.7,7.5,20,17.1,218.1,256.2,261.7,80.5,311.6,7.7,93,73.8,30.2,114.3,135.6,1.4,2.4,27.3,2.6,6.7,1.8,2.3,4,,,,,,,,,,,
07-05-2018,128.3,138.5,203.8,102.7,363.8,39.2,23.5,37.5,4.4,88.7,345.1,190.6,502,11.2,7.1,17.2,4,172.7,148.9,206.4,75.1,325.3,8.1,89.7,70.3,25,92.7,169.4,1.3,2.1,19.5,2.2,4.6,1.7,2,3.2,,,,,,,,,,,
08-05-2018,135.3,112.1,191.2,97.1,334.9,35.3,22.6,41.7,5.7,90.5,347,190.8,508.5,11.2,7.1,17.7,3.7,178.4,154.1,208.3,72.7,321,7.9,92.5,70.4,26.7,92.3,170.2,1.4,2.1,20.6,2.1,3.9,1.5,1.9,2.7,,,,,,,,,,,
09-05-2018,141.1,130.6,204.7,95.5,331.4,38,24.7,41.8,4.2,88.5,346.7,194,509.1,11.2,7,17.7,3,179.3,149.4,197,69.8,316.9,8.1,82.9,69.9,25.8,91.1,168.9,1.3,2,17.3,1.7,3.1,1.4,1.6,2.6,,,,,,,,,,,
10-05-2018,151.1,139.8,208.1,97.2,340.1,36.6,30.6,40.8,4.6,89.1,350.9,195.3,513,8.6,7.5,17.8,5.4,178.1,146.8,190.4,69.6,317.2,8.1,88.9,66.1,25,83.1,162.5,1.1,2,20.4,1.7,4.3,1.2,1.6,1.9,,,,,,,,,,,
11-05-2018,158,145.5,227.2,105.5,365.6,36.3,24,43.1,5,86.9,354.3,195.4,498.1,10.3,7.5,17.3,5,176.7,150.5,175.8,70.2,327,8.3,87.6,72.5,25.4,83.6,155.2,1.4,1.8,20.2,1.8,4.6,1.3,1.8,2.6,,,,,,,,,,,
12-05-2018,149.1,149.2,222.7,108.7,373.9,42.7,24.3,37.4,4.9,81.9,350.2,193,493.3,10.9,7.5,17.2,4.8,172.4,146.2,157.5,68.9,330.1,8.4,88.6,70.9,25.7,88.5,152,1.3,1.9,21.9,2,4.9,1.6,1.7,3.7,,,,,,,,,,,
13-05-2018,130.9,122.6,217.5,100.3,327.6,33.4,21,34.6,4.4,82.6,338.8,186,484.7,10,7,17.3,5.4,164,136.1,153.3,62.2,309.1,7.7,88.1,68.2,23.2,81.8,140.4,1.2,1.9,22,1.9,4.7,1.4,1.6,3.6,,,,,,,,,,,
07-06-2021,176,168.1,243.8,104.2,442.2,42.1,29.4,49.9,5.2,91.1,350,208.4,438.3,11.9,6.6,18.5,16.6,181.3,155.7,160.5,68.7,288.9,7.7,121,67.1,29.2,101,155.6,1.3,2.1,24.6,2.7,5.2,1.6,2.4,4.3,,,,,,,,,,,
08-06-2021,195.6,183.3,255.2,113.7,448,45,31.6,49,6.1,88.2,359.5,206.2,450.4,11.7,7,17.2,18.5,186.8,158.8,173.9,70.6,299.4,8,124.2,69.2,27.8,95.8,154.1,1.3,2.1,29.5,2.6,5.6,1.8,2.4,4.2,,,,,,,,,,,
09-06-2021,219.5,197.4,267.6,122.8,456,46.5,32.8,47.2,6.8,84.5,364.8,200,431.9,11,7.1,17.7,17.3,187.5,153.3,177.2,69.7,303.3,7.6,103.9,66.5,26.9,104.3,150.8,1.3,2.3,32,2.6,5.5,1.7,2.5,4.9,,,,,,,,,,,
10-06-2021,229.1,194,267.7,128.6,416.4,36,31.8,47.2,6.5,76.7,367.3,195.7,419.8,11.4,7,17.9,17.7,182.7,148.5,180.3,68.7,313.3,8.1,117.2,66.8,25.8,107.2,160.9,1.3,2.2,35.3,2.4,5.8,1.6,2.4,4.8,,,,,,,,,,,
11-06-2021,222.1,171,273.4,114.2,391.3,43.2,31.3,43.7,6.2,78.6,370.9,192.7,420.2,11.9,7,17.9,18.7,173.3,137.7,182.7,69.9,319.6,8.3,106.5,65.1,26.7,103.7,154.3,1.2,2.2,32.5,2.6,5.5,1.5,2.4,4.7,,,,,,,,,,,
12-06-2021,237.3,178.5,271,110.2,369,36.2,28.7,44.3,5.2,77.7,371.8,193.2,422.1,11.5,7,17.2,19.1,171.1,140.7,179.5,63.6,311.6,8.2,98.7,66.9,25.6,96.3,154,1.3,2.2,34.8,2.7,5.2,1.5,2.5,4.6,,,,,,,,,,,
13-06-2021,206.3,143.5,247.6,97.3,360.3,36.8,28,39.2,4.3,79.2,362.1,186.2,419.1,10.6,6,17.6,18.8,170.5,139.2,162.3,58.1,282.8,7.4,101.9,66.8,25.7,106,149.3,1.1,2.5,34.3,2.6,5.3,1.5,2.4,4.8,,,,,,,,,,,
07-08-2023,312.6,237.7,308.7,128.8,460.4,44.6,34.4,49.9,7.1,100,381,222.1,515.7,13.4,,,,239.1,258.5,235.8,83.2,385.7,10.7,120.3,72.1,33.8,120.2,185.8,1,2.9,40.3,2.5,5.1,1.6,2.7,,3.3,29.7,19.4,12.4,0.1,,,,,,
08-08-2023,321.9,249,316.7,129.5,488.5,45.7,35.6,52.2,7.1,108.2,394.1,236.1,536.7,13.7,,,,236.8,259.7,242.6,84.2,389.7,10.7,121.6,70,35.1,119.2,182,1.1,2.9,42.2,2.3,5.2,1.8,2.8,,3.2,30.1,19.1,12.4,0.1,,,,,,
09-08-2023,320.2,253,324.7,129.4,501.9,45.6,36.6,53.6,7.3,113.3,395.2,248,540,13.3,,,,235.6,260.2,249.3,83.2,381.5,10.2,107.1,73.1,36,118.9,195.9,1.1,3,42.3,2.6,5.2,1.8,2.9,,3.4,30.6,18.5,12.4,0.1,,,,,,
10-08-2023,317.7,253.4,326.4,132,505.2,45,36.5,51.3,7.1,115,401.7,258.7,544.2,13.6,,,,236.4,262.8,252.7,85.2,358.5,9.7,123,74.9,35.5,124.7,204.4,1.3,3,44.2,2.5,5.3,1.8,2.8,,3.4,30.9,18.1,12.4,0.2,,,,,,
11-08-2023,319.1,249.9,330.4,134.8,530.2,46,34.8,51.6,6.9,122.5,408.6,265.5,548,13.9,,,,231,272.6,254.2,85.7,352.1,9.7,137.6,75,36.3,122.7,205.8,1.3,3,45,2.5,5.3,1.9,3.1,,3.4,30.8,18.9,12.4,0.2,,,,,,
12-08-2023,323.5,258.2,345.6,129.3,544.5,47.1,34.9,52.5,6.6,126.7,409.9,270.5,554.5,13.3,,,,225.5,267.2,258.2,84.4,338.5,9.4,134.3,74.5,39.1,120.8,200.5,1.3,2.9,43.6,2.5,5.2,2.1,3,,3.4,30.3,19.5,12.4,0.2,,,,,,
13-08-2023,329.1,249.5,347.2,122.8,529.7,43.6,31.8,51.6,6.3,132.2,396.1,266.2,545.1,12.6,,,,229.9,274.4,245.9,77.7,316.4,9.5,135.4,73.3,39,120.7,184.7,1.2,2.7,40.2,2.6,5.5,1.8,2.8,,3.2,27.1,20.3,12.4,0.2,,,,,,
07-09-2020,213.7,182.4,193,104.2,457.2,41.3,29.9,39.8,5.6,94,309,218.1,400.6,9.3,6.7,17.3,16.8,191.5,221.3,165.6,62.5,266.5,8.1,117.9,62,27.6,88.8,162.6,1.2,2.1,30.8,2.6,5.3,1.7,2.6,5.1,,,,,,,,,,,
08-09-2020,224.7,192.4,198.2,105.9,468.7,43.5,32.2,45.1,5.8,96.2,321.2,224.8,412.8,9.4,7,17.6,16.4,189,226.8,164.5,66.1,279.1,8.2,115.8,62.8,27.5,86.8,168.4,1.2,2.2,32.2,2.8,5.5,1.7,2.4,5.4,,,,,,,,,,,
09-09-2020,240.9,202.5,217.3,113.1,473.2,43.6,33.1,46.4,5.9,95.1,331,229.4,420.9,9.7,6.9,17.7,17.3,190,223.6,159.5,65.6,281.1,7.8,118.5,62.3,27.5,86.4,175.1,1.2,2.1,35.1,2.4,5.7,1.7,2.4,5.2,,,,,,,,,,,
10-09-2020,253.4,207.8,226.8,114.3,471.9,43.4,32.7,43.7,6,92.5,342.6,222.5,411.9,9.6,7,17.8,17.8,189.2,217,155.3,63.2,272.2,7.5,119.8,64.4,29.2,85.8,174.8,1,2.3,35.7,2.5,5.7,1.7,2.4,5,,,,,,,,,,,
11-09-2020,261.4,211.7,227.3,116.7,474.4,43.8,32.9,47.4,6,90.4,340.7,215.2,404.4,9.4,7.1,17.6,17.5,182.8,198.2,157,61.8,280.3,7.6,116.4,66.7,29.1,88.2,169.4,1.1,2.1,36,2.9,5.9,1.7,2.5,4.9,,,,,,,,,,,
12-09-2020,260.3,213.1,245.1,112.3,479.1,43.5,32.8,46.4,5.8,93.1,315.3,216.2,398.1,9,6.7,17.6,19.6,171.5,181,149.4,60.3,280.2,7.5,117.8,68.1,28.8,88.6,171.8,1.1,2.2,35.4,3,5.8,1.7,2.5,5.1,,,,,,,,,,,
13-09-2020,261.4,205.6,246.3,110.8,473.8,40.2,30.5,43.4,5.5,96.3,292.6,217.5,386.6,7.8,6.6,17.3,18.9,146.5,154.1,129.9,54.9,247,6.9,119,65.7,29.9,88.3,167.9,0.9,2.2,33.6,2.5,5.8,1.7,2.2,4.7,,,,,,,,,,,
07-10-2019,148.4,147.8,182.5,82.5,322.2,36.3,26.7,38.8,4.1,82.8,299.3,172,408.9,12,7,16.7,6.1,158.5,176,136.3,66.3,268.8,6.8,94.4,56.1,23.2,79.7,128.2,0.5,2.3,25.1,2.5,5.1,1.7,2.3,3.8,,,,,,,,,,,
08-10-2019,133.1,135.6,184.7,73.1,311.2,32.2,22.4,35.2,3.5,79.6,281.6,167.8,371.3,11.2,4.6,14.6,6.6,154.8,164,137.1,68.7,288.2,7.8,86.3,51.2,20.5,77.2,120.5,0.3,2,22,2.3,5.1,1.7,2.1,4.5,,,,,,,,,,,
09-10-2019,148.4,148.9,193.7,82.8,325.9,35.4,25.9,39.9,4,83.7,307.2,173.2,401.5,11.2,6.4,16.6,6,158.4,166.7,145.7,72.1,312.9,8.2,81.3,53.1,20.9,76.7,118.3,0.4,2,23.5,2.4,5.2,1.6,2.1,4.2,,,,,,,,,,,
10-10-2019,154.6,155.6,197.7,83.2,332.7,35.4,27.2,39.9,4.1,87.5,327.4,178.6,418.3,11.2,7.6,17.7,6.3,159.6,168.6,153.5,71.7,318.7,8.2,91.3,59.9,23.2,78.3,128.2,0.6,2.2,26.1,2.5,5.6,1.8,2.2,3.8,,,,,,,,,,,
11-10-2019,155.3,158.2,201.4,84.9,329.4,34.9,27.8,40.6,4.1,88.3,329.8,180.5,414.9,12.7,7.8,17.7,6.3,159.1,165.9,156.5,70.2,323.6,8.4,93,61.9,23.8,90.7,140.5,0.6,2.6,29.1,2.3,5.6,1.8,2.2,4.1,,,,,,,,,,,
12-10-2019,152.6,157.5,202.7,82.5,323.1,35.8,27.6,40,4,86.9,333.3,178.8,420.2,12.8,7.7,17.7,5.9,160.6,160.2,155.1,68.6,320.9,8.3,93.6,62.2,22.2,86.2,141.4,0.7,2.4,27.6,2.2,5.7,1.7,1.9,4.4,,,,,,,,,,,
13-10-2019,140.8,146,202.3,80.2,316.4,33.4,25.6,38.6,3.2,87.7,320.9,178.2,413.6,12.8,7.1,17.6,7,162.2,163.9,147.2,62.8,284.9,7.6,92,59.2,24.3,87.6,139.1,0.5,2.2,28,2.6,5.7,1.7,2.1,4.3,,,,,,,,,,,
07-11-2022,126,128,285.3,74,303.3,35,31.1,48.4,3.4,88.2,391.3,281.8,508.4,12.2,,,16.7,188.7,172.5,196.6,74.2,275.3,8.6,88.9,69,28,111.6,134.5,1.6,2.2,27.7,2.6,6.6,1.6,2,4.5,,25.4,,,,,,,,,
08-11-2022,123.2,128.5,282.3,69.7,303.7,36,31.7,54.9,3.3,87.7,394.5,288.9,521.1,12.8,,,16.4,192.3,174.2,203.9,76,285.9,8.9,85.5,70.7,28.2,110.7,133.9,1.7,2,28.7,2.7,6.8,1.8,2.2,4.4,,27.2,,,,,,,,,
09-11-2022,125.4,127.4,283.1,72.9,307.3,36.6,32.2,53.8,3.4,87.8,393.5,292,525.1,12.6,,,15.4,190.9,171.5,207.4,77.2,294.9,8.7,82.8,69.1,27.7,111.9,134.2,1.6,2,28.9,2.7,6.7,1.8,2.1,4.2,,27.2,,,,,,,,,
10-11-2022,124.5,130.4,289.2,73.3,308.1,36.8,31.5,54.8,3.4,86.5,400.5,294,523.3,12.7,,,16.5,188.5,169.4,207.8,78,294.7,9.3,85.5,70.6,28.7,103.1,133.8,1.5,1.8,28.8,2.8,6.5,1.8,2.1,4.1,,27.3,,,,,,,,,
11-11-2022,124.2,129.4,286.2,74.8,305.4,36.5,32.9,56,3.3,86,401,298.2,519.8,12.6,,,16,185.8,168.7,203.7,76.3,273.2,8.9,85.3,71.4,28.2,97.8,132.2,1.6,2,27.7,2.8,6.3,1.8,2.2,3.9,,27.3,,,,,,,,,
12-11-2022,123.3,124.5,289.4,65,298,35.7,28.3,56,3.2,86.4,402.1,297.3,521.6,12,,,16,174.2,164.6,189.4,72.6,258.3,9.3,81.1,71,27.8,103.1,128.9,1.6,2,28.5,2.7,6.7,1.8,2.3,3.9,,27,,,,,,,,,
13-11-2022,113.3,110,286,61.1,286.4,33.1,29.4,53.6,3,86.3,383,293.8,507.4,11.5,,,16.8,177.1,163.3,168.3,67.2,230.3,9.2,78.9,70,29.2,95.2,115.7,1.4,2.1,26.2,2.7,6.4,1.8,2.1,3.8,,25.6,,,,,,,,,
07-12-2020,127.4,127.1,248.2,61.9,259.4,36.2,29.8,52.3,3.2,78.7,349.4,284.8,454.8,10,7.2,18,17.5,147.4,163.9,185.2,69.4,233.5,6.5,73.2,63,23.9,67.4,113.2,1.7,2.1,23.3,3,6.2,1.6,2.1,3.5,,,,,,,,,,,
08-12-2020,126.1,132.2,252.3,62.1,264,37.2,30.5,53.1,3.2,80.1,350.7,287.9,465,10.4,6.5,18.2,18,147.8,165.3,180,69.6,241.3,6.5,73.1,63.4,24.2,69.1,112.1,1.7,2.2,22.9,3.1,6.4,1.6,2.2,3.4,,,,,,,,,,,
09-12-2020,126.6,133.1,253.4,62.6,261.9,36.6,30.8,52.3,3.3,80.9,346.7,289.9,472.6,10.7,7.5,18.4,16,148.4,173.5,178.4,72.5,246.8,6.8,73.6,61.5,23.9,67.9,114.6,1.8,2.3,23.8,3.1,6.4,1.7,2.3,3.3,,,,,,,,,,,
10-12-2020,125.4,128.7,252.2,62.6,262.5,37,29.9,52.1,3.2,80.2,350,288.9,475.4,10.7,7.3,18.6,17.1,150.1,170.8,183.9,70.3,250.3,6.9,73.5,61.4,24.2,67.8,113.3,1.7,2.4,24.4,3.1,6.5,1.6,2.3,3.6,,,,,,,,,,,
11-12-2020,123,126.8,241.8,60.3,261.7,37.7,31,52.9,3.3,80.2,325.3,246.4,467.6,9.8,7.4,18.1,17,152.6,172.2,188.8,73,259.1,6.9,75.5,62.1,25.6,68.5,114,1.7,2.3,24.3,3,6.4,1.6,2.5,3.5,,,,,,,,,,,
