,Category,NR,WR,SR,ER,NER,Total,Date
14,Hydro,322,27,47,122,32,204407,10.09.23
15,Nuclear,30,54,76,0,0,463,10.09.23
0,Demand Met during Evening Peak hrs(MW),47069,53645,43165,22142,2602,4843,10.10.18
1,Peak Shortage (MW),1612,253,0,861,105,554,10.10.18
2,Energy Met (MU),1074,1273,966,465,44,399,10.10.18
3,Hydro Gen (MU),199,71,114,90,18,272,10.10.18
4,Wind Gen (MU),20,15,26,----------,----------,19.62,10.10.18
5,Solar Gen (MU),21.56,20.6,61.06,0.82,0.04,0,10.10.18
6,Energy Shortage (MU),14.7,8.3,1,2.6,1,-3,10.10.18
7,Schedule(MU),109,-133.8,64.3,-36.5,-1.1,-3,10.10.18
8,Actual(MU),88.6,-128.8,69.6,-24.7,-2.3,22029,10.10.18
9,O/D/U/D(MU),-20.4,5,5.3,11.8,-1.2,24010,10.10.18
10,Central,3518,13492,6722,1760,271,3626,10.10.18
11,State,7135,13374,7400,5195,50,99,10.10.18
12,Thermal (Coal & Lignite),665,1189,597,402,5,554,10.10.18
13,Hydro,199,71,114,90,18,108,10.10.18
14,Nuclear,18,12,34,0,0,181824,10.10.18
15,"Gas, Naptha & Diesel",64,99,24,0,28,702,10.10.18
0,Demand Met during Evening Peak hrs(MW),47729,45958,38805,17603,2272,4198,10.10.19
1,Peak Shortage (MW),519,0,0,0,220,695,10.10.19
2,Energy Met (MU),1005,1006,864,351,41,183,10.10.19
3,Hydro Gen (MU),199,101,147,127,17,173,10.10.19
4,Wind Gen (MU),2,13,9,----------,----------,14.36,10.10.19
5,Solar Gen (MU),32.99,22.7,70.21,2.04,0.04,0,10.10.19
6,Energy Shortage (MU),9.5,0,0,0,3.5,-6.8,10.10.19
7,Schedule(MU),206.4,-204,86.5,-83.7,-5.4,-6.8,10.10.19
8,Actual(MU),209.5,-211.5,96.8,-86.9,-3.9,30124,10.10.19
9,O/D/U/D(MU),3,-7.5,10.3,-3.2,1.5,39507,10.10.19
10,Central,3264,16420,8262,1200,660,2925,10.10.19
11,State,8581,20861,8870,6260,11,79,10.10.19
12,Coal,488,955,393,347,9,695,10.10.19
13,Lignite,19,10,44,0,0,103,10.10.19
14,Hydro,199,101,147,127,17,177486,10.10.19
15,Nuclear,28,29,60,0,0,1448,10.10.19
0,Demand Met during Evening Peak hrs(MW),51582,50418,39433,22717,2938,4155,10.10.20
1,Peak Shortage (MW),775,0,0,0,166,699,10.10.20
2,Energy Met (MU),1170,1184,926,473,56,408,10.10.20
3,Hydro Gen (MU),196,55,117,125,24,221,10.10.20
4,Wind Gen (MU),3,31,40,-,-,12.19,10.10.20
5,Solar Gen (MU),40.63,28.54,81.17,4.09,0.12,0,10.10.20
6,Energy Shortage (MU),0.9,0,0,0,1.6,-0.9,10.10.20
7,Schedule(MU),306.4,-308.6,113.4,-113.7,5.6,-0.9,10.10.20
8,Actual(MU),315.5,-329.3,116.7,-116.9,9,30992,10.10.20
9,O/D/U/D(MU),9.2,-20.8,3.4,-3.2,3.5,44079,10.10.20
10,Central,5447,14027,9112,2945,638,2707,10.10.20
11,State,11694,16005,12366,5457,112,94,10.10.20
12,Coal,549,1291,444,489,9,702,10.10.20
13,Lignite,25,10,23,0,0,108,10.10.20
14,Hydro,196,55,117,125,24,191960,10.10.20
15,Nuclear,27,21,69,0,0,286,10.10.20
0,Demand Met during Evening Peak hrs(MW),50313,50709,36868,22392,3111,4388,10.10.21
1,Peak Shortage (MW),1950,323,0,441,0,589,10.10.21
2,Energy Met (MU),1202,1162,859,491,58,364,10.10.21
3,Hydro Gen (MU),213,54,143,117,24,268,10.10.21
4,Wind Gen (MU),27,20,98,-,-,2.77,10.10.21
5,Solar Gen (MU),66.3,38,93.7,4.95,0.27,0,10.10.21
6,Energy Shortage (MU),27.8,1.84,0.29,5.2,0,-6.5,10.10.21
7,Schedule(MU),253.1,-72.4,-85.3,-96.9,1.5,-6.5,10.10.21
8,Actual(MU),247.9,-66.6,-93.4,-91.3,-0.8,25388,10.10.21
9,O/D/U/D(MU),-5.3,5.7,-8,5.7,-2.3,30373,10.10.21
10,Central,3537,17915,7812,2610,409,3199,10.10.21
11,State,10160,19752,9240,5100,11,94,10.10.21
12,Coal,566,1055,485,477,9,589,10.10.21
13,Lignite,23,8,36,0,0,122,10.10.21
14,Hydro,213,54,143,117,24,184956,10.10.21
15,Nuclear,31,33,69,0,0,2992,10.10.21
0,Demand Met during Evening Peak hrs(MW),46920,51085,36906,23870,2775,4372,10.10.22
1,Peak Shortage (MW),0,0,0,121,0,739,10.10.22
2,Energy Met (MU),1014,1183,869,528,51,187,10.10.22
3,Hydro Gen (MU),222,105,165,136,34,165,10.10.22
4,Wind Gen (MU),12,26,12,-,-,16.1,10.10.22
5,Solar Gen (MU),110.57,44.02,65.91,4.77,0.36,0,10.10.22
6,Energy Shortage (MU),0.21,0,0,2.41,0,-11,10.10.22
7,Schedule(MU),111.9,-53.1,65.3,-108.5,-15.7,-11,10.10.22
8,Actual(MU),100,-52.7,87.1,-122.9,-16.6,29836,10.10.22
9,O/D/U/D(MU),-11.9,0.4,21.8,-14.4,-0.9,33801,10.10.22
10,Central,6182,15831,7748,1270,309,3029,10.10.22
11,State,9585,15001,7840,2170,78,63,10.10.22
12,Coal,578,1035,415,540,11,739,10.10.22
13,Lignite,24,10,49,0,0,87,10.10.22
14,Hydro,223,105,165,136,34,181167,10.10.22
15,Nuclear,30,40,64,0,0,1097,10.10.22
0,Demand Met during Evening Peak hrs(MW),61156,64753,47743,25338,3111,3951,10.10.23
1,Peak Shortage (MW),1721,292,1350,1781,220,797,10.10.23
2,Energy Met (MU),1425,1495,1221,564,59,235,10.10.23
3,Hydro Gen (MU),198,73,91,79,35,237,10.10.23
4,Wind Gen (MU),26,80,26,-,-,5.96,10.10.23
5,Solar Gen (MU),133.7,64.99,111.24,2.79,1.09,0,10.10.23
6,Energy Shortage (MU),21.93,1.35,5.2,16.08,0.99,-4.2,10.10.23
7,Schedule(MU),268.3,-349.4,206.6,-118.5,-7.1,-4.2,10.10.23
8,Actual(MU),237.7,-361.5,235.8,-105.1,-15.4,32734,10.10.23
9,O/D/U/D(MU),-30.6,-12.2,29.2,13.4,-8.4,41045,10.10.23
10,Central,2645,8404,5738,3476,240,2544,10.10.23
11,State,7291,6296,6636,2900,129,95,10.10.23
12,Coal,804,1581,700,649,17,799,10.10.23
13,Lignite,21,16,35,0,0,117,10.10.23
14,Hydro,198,73,91,79,35,210155,10.10.23
15,Nuclear,24,54,69,0,0,5915,10.10.23
0,Demand Met during Evening Peak hrs(MW),37768,41224,42494,19549,2328,5031,10.11.18
1,Peak Shortage (MW),451,0,0,0,34,798,10.11.18
2,Energy Met (MU),804,1008,948,370,42,296,10.11.18
3,Hydro Gen (MU),149,12,88,39,8,306,10.11.18
4,Wind Gen (MU),3,10,35,----------,----------,37.65,10.11.18
5,Solar Gen (MU),20.48,20.41,69.65,0.87,0.04,0,10.11.18
6,Energy Shortage (MU),11.7,0,0,0,0.7,-6.2,10.11.18
7,Schedule(MU),98.9,-179.6,132.2,-49.6,-1.7,-6.2,10.11.18
8,Actual(MU),93,-185.1,142.2,-51.9,-0.5,20666,10.11.18
9,O/D/U/D(MU),-5.9,-5.5,9.9,-2.3,1.3,28279,10.11.18
10,Central,4856,12383,6822,600,216,3614,10.11.18
11,State,10550,18492,9570,7115,50,75,10.11.18
12,Thermal (Coal & Lignite),504,1098,521,398,9,798,10.11.18
13,Hydro,149,12,88,39,8,150,10.11.18
14,Nuclear,25,30,41,0,0,172671,10.11.18
15,"Gas, Naptha & Diesel",14,38,25,0,29,198,10.11.18
0,Demand Met during Evening Peak hrs(MW),43137,44864,37406,16734,2335,3866,10.11.19
1,Peak Shortage (MW),294,0,0,0,74,680,10.11.19
2,Energy Met (MU),853,998,848,323,43,190,10.11.19
3,Hydro Gen (MU),139,38,153,54,12,135,10.11.19
4,Wind Gen (MU),30,66,7,----------,----------,3,10.11.19
5,Solar Gen (MU),31.31,20.7,72.21,0.93,0.02,0,10.11.19
6,Energy Shortage (MU),6.1,0,0,0,0.9,-5.3,10.11.19
7,Schedule(MU),199.1,-190,90.6,-99.1,-0.2,-5.3,10.11.19
8,Actual(MU),186.1,-199.2,107.9,-96.5,0.8,31112,10.11.19
9,O/D/U/D(MU),-13,-9.2,17.4,2.6,1,47229,10.11.19
10,Central,4550,18351,9352,965,563,2539,10.11.19
11,State,14461,20116,9263,6240,11,67,10.11.19
12,Coal,406,995,379,385,10,680,10.11.19
13,Lignite,14,16,40,0,0,116,10.11.19
14,Hydro,139,38,153,54,12,166262,10.11.19
15,Nuclear,28,24,55,0,0,418,10.11.19
0,Demand Met during Evening Peak hrs(MW),46376,51612,39853,18369,2462,3744,10.11.20
1,Peak Shortage (MW),450,0,0,0,4,695,10.11.20
2,Energy Met (MU),943,1199,869,355,41,212,10.11.20
3,Hydro Gen (MU),112,31,96,63,17,197,10.11.20
4,Wind Gen (MU),2,22,40,-,-,5.54,10.11.20
5,Solar Gen (MU),33.78,28.32,102.59,4.42,0.13,0,10.11.20
6,Energy Shortage (MU),1.4,0,0,0,0,-3.7,10.11.20
7,Schedule(MU),292.2,-326.7,137.7,-101,-2.2,-3.7,10.11.20
8,Actual(MU),297.1,-318.1,137.6,-119.1,-4.1,35301,10.11.20
9,O/D/U/D(MU),4.9,8.7,-0.1,-18.1,-1.9,44716,10.11.20
10,Central,6900,12763,10662,3440,509,2406,10.11.20
11,State,15146,12001,12536,6285,11,84,10.11.20
12,Coal,434,1339,377,423,7,695,10.11.20
13,Lignite,22,14,25,0,0,124,10.11.20
14,Hydro,112,31,96,63,17,197161,10.11.20
15,Nuclear,28,21,46,0,0,502,10.11.20
0,Demand Met during Evening Peak hrs(MW),45699,52252,38135,19559,2547,4654,10.11.21
1,Peak Shortage (MW),200,0,0,0,0,589,10.11.21
2,Energy Met (MU),931,1206,828,392,46,373,10.11.21
3,Hydro Gen (MU),134,35,145,64,15,271,10.11.21
4,Wind Gen (MU),1,44,20,-,-,4.27,10.11.21
5,Solar Gen (MU),52.76,40.48,72.13,4.65,0.31,0,10.11.21
6,Energy Shortage (MU),4.76,0,0,0,0.18,-5.6,10.11.21
7,Schedule(MU),174,-59.2,49,-158.5,-5.3,-5.6,10.11.21
8,Actual(MU),179.7,-42.6,36.4,-170.8,-5.7,24275,10.11.21
9,O/D/U/D(MU),5.6,16.5,-12.6,-12.2,-0.4,27023,10.11.21
10,Central,6574,17055,11012,2318,559,3428,10.11.21
11,State,13361,21637,9153,4233,11,81,10.11.21
12,Coal,501,1089,447,527,12,589,10.11.21
13,Lignite,25,11,20,0,0,153,10.11.21
14,Hydro,134,35,145,64,15,167065,10.11.21
15,Nuclear,27,33,69,0,0,538,10.11.21
0,Demand Met during Evening Peak hrs(MW),48007,54949,41831,20032,2600,3661,10.11.22
1,Peak Shortage (MW),0,0,0,536,0,488,10.11.22
2,Energy Met (MU),1052,1361,947,423,48,224,10.11.22
3,Hydro Gen (MU),145,39,115,57,18,169,10.11.22
4,Wind Gen (MU),7,63,43,-,-,0.1,10.11.22
5,Solar Gen (MU),94.6,48.48,99.02,5.08,0.87,0,10.11.22
6,Energy Shortage (MU),1.2,0,0,3.27,0,-4.7,10.11.22
7,Schedule(MU),167.9,-50.6,73.1,-187,-3.5,-4.7,10.11.22
8,Actual(MU),163.5,-54.4,79.3,-188.7,-3.2,34290,10.11.22
9,O/D/U/D(MU),-4.4,-3.8,6.2,-1.7,0.2,48718,10.11.22
10,Central,8117,12456,6788,2500,617,2472,10.11.22
11,State,8140,14400,8683,2950,152,60,10.11.22
12,Coal,636,1249,478,566,9,488,10.11.22
13,Lignite,28,14,52,0,0,115,10.11.22
14,Hydro,146,39,115,57,18,164070,10.11.22
15,Nuclear,26,28,71,0,0,3549,10.11.22
0,Demand Met during Evening Peak hrs(MW),42233,46025,37676,16789,2336,3712,10.12.18
1,Peak Shortage (MW),562,0,0,0,25,506,10.12.18
2,Energy Met (MU),906,1112,861,333,41,58,10.12.18
3,Hydro Gen (MU),119,22,64,26,7,187,10.12.18
4,Wind Gen (MU),5,26,41,----------,----------,51.17,10.12.18
5,Solar Gen (MU),21.21,18.32,53.03,0.84,0.04,0,10.12.18
6,Energy Shortage (MU),11.2,0,0,0,0.4,-6.6,10.12.18
7,Schedule(MU),157.9,-166.6,84.2,-77.8,2.3,-6.6,10.12.18
8,Actual(MU),149.7,-175,87.9,-68.5,2.7,30252,10.12.18
9,O/D/U/D(MU),-8.2,-8.4,3.7,9.2,0.4,42972,10.12.18
10,Central,4817,17586,8142,1370,331,2711,10.12.18
11,State,10645,12160,7540,6015,50,73,10.12.18
12,Coal,514,1154,473,410,7,506,10.12.18
13,Lignite,19,16,48,0,0,121,10.12.18
14,Hydro,119,22,64,26,7,161195,10.12.18
15,Nuclear,29,19,36,0,0,205,10.12.18
0,Demand Met during Evening Peak hrs(MW),43960,47584,38340,17867,2316,3564,10.12.19
1,Peak Shortage (MW),522,0,0,0,45,586,10.12.19
2,Energy Met (MU),873,1143,858,340,39,76,10.12.19
3,Hydro Gen (MU),132,62,98,48,9,262,10.12.19
4,Wind Gen (MU),6,47,45,----------,----------,1.29,10.12.19
5,Solar Gen (MU),27.61,19.1,75.37,1.97,0.03,0,10.12.19
6,Energy Shortage (MU),12.7,0,0,0,0.4,-6.7,10.12.19
7,Schedule(MU),201.5,-197.3,96.9,-97.6,-2.6,-6.7,10.12.19
8,Actual(MU),199.1,-198.1,92,-94,-2.8,34112,10.12.19
9,O/D/U/D(MU),-2.5,-0.8,-5,3.6,-0.2,38060,10.12.19
10,Central,5533,19411,7862,2740,563,2519,10.12.19
11,State,12765,16581,11690,6510,11,77,10.12.19
12,Coal,427,1126,403,402,13,587,10.12.19
13,Lignite,25,18,41,0,0,136,10.12.19
14,Hydro,132,62,98,48,9,188769,10.12.19
15,Nuclear,19,28,57,0,0,420,10.12.19
0,Demand Met during Evening Peak hrs(MW),47399,51159,37496,17783,2508,4415,10.12.20
1,Peak Shortage (MW),500,0,0,0,45,415,10.12.20
2,Energy Met (MU),961,1243,826,343,43,115,10.12.20
3,Hydro Gen (MU),122,41,71,40,13,248,10.12.20
4,Wind Gen (MU),15,17,45,-,-,3.65,10.12.20
5,Solar Gen (MU),31.79,29.36,77.63,4.37,0.1,0,10.12.20
6,Energy Shortage (MU),10.24,0,0,0,0.56,0,10.12.20
7,Schedule(MU),268.9,-284.6,134.7,-120.1,1.1,0,10.12.20
8,Actual(MU),256.1,-268,132.5,-129,0.9,21741,10.12.20
9,O/D/U/D(MU),-12.8,16.6,-2.2,-8.9,-0.2,24361,10.12.20
10,Central,6966,13625,11382,2740,689,3635,10.12.20
11,State,13116,12339,12827,4022,11,81,10.12.20
12,Coal,450,1272,381,448,7,415,10.12.20
13,Lignite,24,18,25,0,0,148,10.12.20
14,Hydro,122,41,71,40,13,135479,10.12.20
15,Nuclear,28,33,48,0,0,1093,10.12.20
0,Demand Met during Evening Peak hrs(MW),49714,54985,39377,18231,2494,2874,10.12.21
1,Peak Shortage (MW),615,0,0,307,0,273,10.12.21
2,Energy Met (MU),1032,1252,859,385,45,103,10.12.21
3,Hydro Gen (MU),114,32,99,41,12,141,10.12.21
4,Wind Gen (MU),14,105,50,-,-,2.3,10.12.21
5,Solar Gen (MU),62.54,35.18,75.1,4.41,0.24,0,10.12.21
6,Energy Shortage (MU),6.19,0,0,4.55,0,-2.3,10.12.21
7,Schedule(MU),260.7,-169.2,71.6,-159.2,-4,-2.3,10.12.21
8,Actual(MU),265.9,-173.5,63.8,-154.5,-4.3,35663,10.12.21
9,O/D/U/D(MU),5.2,-4.3,-7.8,4.7,-0.3,55504,10.12.21
10,Central,8347,14303,8682,3515,485,2040,10.12.21
11,State,13226,18541,12331,3608,11,67,10.12.21
12,Coal,517,1211,442,508,13,274,10.12.21
13,Lignite,23,14,36,0,0,126,10.12.21
14,Hydro,114,32,99,41,12,161784,10.12.21
15,Nuclear,23,33,69,0,0,304,10.12.21
0,Demand Met during Evening Peak hrs(MW),44562,45248,39799,18282,2411,3467,11.01.18
1,Peak Shortage (MW),560,45,0,150,17,335,11.01.18
2,Energy Met (MU),952,1059,906,353,43,164,11.01.18
3,Hydro Gen(MU),106,27,48,23,9,164,11.01.18
4,Wind Gen(MU),7,46,40,----------,----------,6.22,11.01.18
5,Solar Gen (MU),2.61,14.86,36.6,0.68,0.02,0,11.01.18
6,Energy Shortage (MU),12.5,0,0.4,0.5,0.2,-6.2,11.01.18
7,Schedule(MU),192,-230.2,108.1,-71.7,1.7,-6.2,11.01.18
8,Actual(MU),192.6,-237.1,101.4,-60.1,2.5,34307,11.01.18
9,O/D/U/D(MU),0.5,-6.9,-6.7,11.6,0.8,47433,11.01.18
10,Central,4384,12319,5782,1420,155,2579,11.01.18
11,State,9105,16795,6034,5425,50,66,11.01.18
12,Thermal (Coal & Lignite),584,1175,563,410,10,335,11.01.18
13,Hydro,106,25,48,23,9,129,11.01.18
14,Nuclear,29,24,64,0,0,167137,11.01.18
15,"Gas, Naptha & Diesel",33,41,18,0,24,1115,11.01.18
0,Demand Met during Evening Peak hrs(MW),46246,48500,41883,18063,2449,3788,11.01.19
1,Peak Shortage (MW),762,0,0,0,26,351,11.01.19
2,Energy Met (MU),973,1125,925,352,42,65,11.01.19
3,Hydro Gen (MU),113,31,78,28,8,265,11.01.19
4,Wind Gen (MU),9,23,43,----------,----------,9.44,11.01.19
5,Solar Gen (MU),19.46,20.2,73.53,0.89,0.04,0,11.01.19
6,Energy Shortage (MU),15.1,0.3,0,0,0.8,-2,11.01.19
7,Schedule(MU),154.9,-192.8,111.8,-76.5,2.2,-2,11.01.19
8,Actual(MU),150.4,-193,110,-69.7,0.5,32194,11.01.19
9,O/D/U/D(MU),-4.5,-0.2,-1.8,6.8,-1.7,35219,11.01.19
10,Central,3769,16351,8052,1370,206,2975,11.01.19
11,State,10185,12930,9100,5175,50,85,11.01.19
12,Coal,584,1163,483,431,9,352,11.01.19
13,Lignite,25,14,53,0,0,132,11.01.19
14,Hydro,113,31,78,28,8,168270,11.01.19
15,Nuclear,24,31,32,0,0,677,11.01.19
0,Demand Met during Evening Peak hrs(MW),49818,51819,39609,19093,2520,3630,11.01.21
1,Peak Shortage (MW),760,142,0,0,43,271,11.01.21
2,Energy Met (MU),977,1218,893,383,44,139,11.01.21
3,Hydro Gen (MU),105,44,62,31,11,196,11.01.21
4,Wind Gen (MU),7,65,45,-,-,11.87,11.01.21
5,Solar Gen (MU),38.59,31.28,65.23,4.38,0.07,0,11.01.21
6,Energy Shortage (MU),12.89,1.5,0,0,0.64,-2.4,11.01.21
7,Schedule(MU),243,-236.2,95.2,-101.6,-0.5,-2.4,11.01.21
8,Actual(MU),231,-231.8,90.3,-97.5,0.5,33352,11.01.21
9,O/D/U/D(MU),-12,4.3,-4.9,4.1,1,43448,11.01.21
10,Central,6310,13323,6702,2495,734,2790,11.01.21
11,State,12054,17083,10927,5652,11,73,11.01.21
12,Coal,524,1276,498,481,7,271,11.01.21
13,Lignite,22,9,28,0,0,130,11.01.21
14,Hydro,105,44,62,31,11,171202,11.01.21
15,Nuclear,18,21,64,0,0,3615,11.01.21
0,Demand Met during Evening Peak hrs(MW),51021,51456,42986,18205,2602,3902,11.01.22
1,Peak Shortage (MW),450,0,0,177,0,304,11.01.22
2,Energy Met (MU),983,1160,995,380,47,81,11.01.22
3,Hydro Gen (MU),102,28,94,21,10,283,11.01.22
4,Wind Gen (MU),8,102,27,-,-,31.19,11.01.22
5,Solar Gen (MU),60.76,34.11,92.48,3.97,0.16,0,11.01.22
6,Energy Shortage (MU),5.6,0,0,1.67,0,0.2,11.01.22
7,Schedule(MU),194.9,-194.4,143.7,-149.7,5.4,0.2,11.01.22
8,Actual(MU),185.9,-207.8,156.6,-146.7,5,30666,11.01.22
9,O/D/U/D(MU),-9,-13.5,12.9,3.1,-0.4,35504,11.01.22
10,Central,8153,13813,6272,1960,759,3152,11.01.22
11,State,9925,17894,9816,4158,11,59,11.01.22
12,Coal,552,1176,498,534,8,305,11.01.22
13,Lignite,22,13,33,0,0,110,11.01.22
14,Hydro,102,28,94,22,10,157168,11.01.22
15,Nuclear,28,21,68,0,0,920,11.01.22
0,Demand Met during Evening Peak hrs(MW),55718,59237,43563,20490,2658,3511,11.01.23
1,Peak Shortage (MW),1737,25,0,735,62,258,11.01.23
2,Energy Met (MU),1236,1426,1055,430,46,96,11.01.23
3,Hydro Gen (MU),113,45,101,34,11,173,11.01.23
4,Wind Gen (MU),20,60,31,-,-,13.55,11.01.23
5,Solar Gen (MU),103.88,55.58,131.7,3.67,0.49,0,11.01.23
6,Energy Shortage (MU),29.62,1.04,0,4.7,1.65,-12.1,11.01.23
7,Schedule(MU),192.3,-169.6,134.7,-160.9,3.5,-12.1,11.01.23
8,Actual(MU),194.9,-174.5,132.9,-166.1,5.3,31848,11.01.23
9,O/D/U/D(MU),2.6,-5,-1.8,-5.2,1.8,42291,11.01.23
10,Central,6630,11981,9048,2870,634,2763,11.01.23
11,State,7460,11801,6848,2488,98,63,11.01.23
12,Coal,799,1490,574,634,16,258,11.01.23
13,Lignite,31,12,52,0,0,99,11.01.23
14,Hydro,113,45,101,34,11,169842,11.01.23
15,Nuclear,26,37,71,0,0,2079,11.01.23
0,Demand Met during Evening Peak hrs(MW),43948,44255,40240,18626,2400,3624,11.02.18
1,Peak Shortage (MW),751,65,-50,200,56,249,11.02.18
2,Energy Met (MU),941,1042,924,362,41,131,11.02.18
3,Hydro Gen(MU),94,25,63,29,8,202,11.02.18
4,Wind Gen(MU),5,26,22,----------,----------,14.16,11.02.18
5,Solar Gen (MU),8.87,15.96,32.61,0.56,0.02,0,11.02.18
6,Energy Shortage (MU),15.5,0,1.1,0.6,0.7,-2.3,11.02.18
7,Schedule(MU),199.2,-228.6,122.4,-95.4,3,-2.3,11.02.18
8,Actual(MU),195,-234.3,127.4,-86,3.4,32567,11.02.18
9,O/D/U/D(MU),-4.2,-5.8,5,9.4,0.4,40860,11.02.18
10,Central,4717,13191,5322,1430,326,2808,11.02.18
11,State,10610,16864,5950,5245,50,76,11.02.18
12,Thermal (Coal & Lignite),584,1160,566,444,9,249,11.02.18
13,Hydro,94,24,63,29,8,119,11.02.18
14,Nuclear,29,24,69,0,0,178926,11.02.18
15,"Gas, Naptha & Diesel",21,45,18,0,23,545,11.02.18
0,Demand Met during Evening Peak hrs(MW),38671,43864,38504,16786,2321,4118,11.02.19
1,Peak Shortage (MW),520,0,0,0,33,282,11.02.19
2,Energy Met (MU),866,1043,919,342,41,135,11.02.19
3,Hydro Gen (MU),113,23,60,22,4,312,11.02.19
4,Wind Gen (MU),8,49,37,----------,----------,12.35,11.02.19
5,Solar Gen (MU),19.26,26.41,70.43,1.01,0.05,0,11.02.19
6,Energy Shortage (MU),11.1,0.2,0,0,0.4,-2.6,11.02.19
7,Schedule(MU),175.7,-226.9,125,-79.1,5.3,-2.6,11.02.19
8,Actual(MU),165,-223.1,130.9,-77,1,30257,11.02.19
9,O/D/U/D(MU),-10.7,3.8,6,2.1,-4.3,28504,11.02.19
10,Central,4366,15546,5962,870,993,3387,11.02.19
11,State,10445,16109,7920,3355,50,90,11.02.19
12,Coal,501,1099,505,439,8,282,11.02.19
13,Lignite,15,17,51,0,0,140,11.02.19
14,Hydro,113,23,60,22,4,166060,11.02.19
15,Nuclear,19,31,14,0,0,723,11.02.19
0,Demand Met during Evening Peak hrs(MW),50127,53122,43540,20027,2533,3717,11.02.21
1,Peak Shortage (MW),550,30,0,0,29,266,11.02.21
2,Energy Met (MU),1021,1269,1046,399,44,69,11.02.21
3,Hydro Gen (MU),96,52,82,31,10,189,11.02.21
4,Wind Gen (MU),5,17,44,-,-,12,11.02.21
5,Solar Gen (MU),40.01,34.85,111.36,5.23,0.16,0,11.02.21
6,Energy Shortage (MU),11.39,0.12,0,0,0.19,-7.5,11.02.21
7,Schedule(MU),230.7,-244.4,132.5,-121.3,2.5,-7.5,11.02.21
8,Actual(MU),218.5,-241.3,133.1,-120.5,1.2,27539,11.02.21
9,O/D/U/D(MU),-12.1,3,0.6,0.8,-1.4,40174,11.02.21
10,Central,5476,13363,7112,2205,899,2939,11.02.21
11,State,9971,14451,9882,4872,11,82,11.02.21
12,Coal,577,1351,542,518,7,266,11.02.21
13,Lignite,22,8,46,0,0,83,11.02.21
14,Hydro,96,52,82,31,10,175648,11.02.21
15,Nuclear,18,16,47,0,0,614,11.02.21
0,Demand Met during Evening Peak hrs(MW),52273,56796,43023,19667,2658,3945,11.02.22
1,Peak Shortage (MW),0,0,0,148,0,282,11.02.22
2,Energy Met (MU),1042,1323,1072,409,47,85,11.02.22
3,Hydro Gen (MU),102,30,87,26,9,244,11.02.22
4,Wind Gen (MU),3,91,62,-,-,11.26,11.02.22
5,Solar Gen (MU),88.05,46.21,104.24,4.99,0.27,0,11.02.22
6,Energy Shortage (MU),4.65,0,0,1.38,0,-3.5,11.02.22
7,Schedule(MU),190.2,-146.9,104.7,-149.2,1.2,-3.5,11.02.22
8,Actual(MU),166.2,-136.3,116.4,-155.8,0.2,29429,11.02.22
9,O/D/U/D(MU),-24,10.6,11.7,-6.7,-1.1,39256,11.02.22
10,Central,6376,14980,6912,1146,697,3106,11.02.22
11,State,10465,16421,9066,3585,11,85,11.02.22
12,Coal,602,1275,556,575,14,282,11.02.22
13,Lignite,26,11,48,0,0,120,11.02.22
14,Hydro,102,30,87,26,9,181979,11.02.22
15,Nuclear,33,21,69,0,0,2728,11.02.22
0,Demand Met during Evening Peak hrs(MW),50017,60591,45329,21272,2592,4316,11.02.23
1,Peak Shortage (MW),2658,316,0,370,140,346,11.02.23
2,Energy Met (MU),1122,1425,1157,445,47,94,11.02.23
3,Hydro Gen (MU),130,66,91,31,9,336,11.02.23
4,Wind Gen (MU),8,58,32,-,-,33.84,11.02.23
5,Solar Gen (MU),118.74,63.7,130.49,6.24,0.45,0,11.02.23
6,Energy Shortage (MU),16.92,0.32,0,2.55,0.4,-3.4,11.02.23
7,Schedule(MU),132.9,-102.9,163.7,-193.1,-0.6,-3.4,11.02.23
8,Actual(MU),129.6,-97.7,163.7,-203.5,0.3,30472,11.02.23
9,O/D/U/D(MU),-3.3,5.2,0,-10.5,0.9,32011,11.02.23
10,Central,8110,13646,5278,1155,824,3545,11.02.23
11,State,9970,15788,6351,2432,99,112,11.02.23
12,Coal,732,1374,641,696,14,346,11.02.23
13,Lignite,27,23,60,0,0,139,11.02.23
14,Hydro,130,66,91,31,9,176634,11.02.23
15,Nuclear,26,37,76,0,0,1408,11.02.23
0,Demand Met during Evening Peak hrs(MW),40363,45895,43219,19437,2214,4099,11.03.18
1,Peak Shortage (MW),2731,90,182,145,43,328,11.03.18
2,Energy Met (MU),902,1093,1022,382,39,86,11.03.18
3,Hydro Gen(MU),106,33,75,29,6,187,11.03.18
4,Wind Gen(MU),11,28,45,----------,----------,19.2,11.03.18
5,Solar Gen (MU),6.95,17.52,50.32,0.85,0.02,0,11.03.18
6,Energy Shortage (MU),30.2,0,2,0.4,0.4,-6.6,11.03.18
7,Schedule(MU),138.8,-125.7,104,-126.1,3.4,-6.6,11.03.18
8,Actual(MU),139.2,-137.3,115.4,-119.5,3.4,30240,11.03.18
9,O/D/U/D(MU),0.4,-11.6,11.4,6.6,0,37740,11.03.18
10,Central,5395,15666,6552,480,218,3225,11.03.18
11,State,12175,20016,3890,3905,50,72,11.03.18
12,Thermal (Coal & Lignite),579,1082,678,500,11,328,11.03.18
13,Hydro,106,33,75,29,6,88,11.03.18
14,Nuclear,23,24,26,0,0,182544,11.03.18
15,"Gas, Naptha & Diesel",25,51,19,0,23,1009,11.03.18
