,Date,coal_generation_(mw),energy_met_(mu),energy_shortage_(mu),generation_outage_central_sector_(mw),generation_outage_state_sector_(mw),hydro_generation_(mu),hydro_generation_(mw),import/export_actual_(mu),import/export_o/d/u/d_(mu),import/export_schedule_(mu),maximum_demand_-_evening_peak_(mw),nuclear_generation_(mw),peak_shortage_(mw),solar_generation_(mu),"thermal_lignite_gas,_naptha_&_diesel_generation_(mw)",wind_generation_(mu),Total_consumption,Max. Demand Met during the day (MW),Shortage during maximum Demand (MW),Drawal Schedule (MU),OD(+)/UD(-) (MU),Max OD (MW)
1862,6/19/2023,3560,4722,3.14,20074,22227,569,569,-4.8,-4.7,-7.11E-15,203192,112,181,299.01,105,304,3245.4,225643,99,2168.5,-28,11536
1863,6/20/2023,3563,4790,5.36,18519,21997,600,600,-2.2,-2.1,0,203731,112,89,299.97,105,311,3277.4,226950,255,2209.6,-27,9841
1864,6/21/2023,3618,4835,2.51,17564,20556,609,609,-4.3,-4.3,0.1,206215,115,96,294.69,105,292,3319,227760,17,2243.9,-29.8,9497
1865,6/22/2023,3615,4867,6.46,16798,20741,612,612,-4.8,-4.9,0.1,211250,124,335,297.25,110,304,3345,227400,260,2257.7,-33,9156
1866,6/24/2023,3525,4757,2.58,16696,22404,589,589,-9.9,-9.7,-2.28E-14,200990,126,209,272.17,102,353,3322.8,222358,98,2209.8,-41.4,8385
1867,6/25/2023,3214,4272,2.02,20437,27331,560,560,-6.4,-6.4,-0.1,183795,127,13,262.03,98,271,2942.5,206116,13,2015.9,-51.7,9307
1868,6/27/2023,3260,4403,1.87,21247,31284,598,598,-3.8,-3.8,-0.1,190766,124,318,264.9,97,327,3099,207409,19,2076.8,-32.2,9379
1869,6/28/2023,3269,4394,1.31,22111,30195,598,598,-4,-4,-2.84E-14,192523,122,50,265.78,97,354,3101.6,207326,15,2056,-30.6,8319
1870,6/29/2023,3115,4356,0.91,25056,31121,621,621,-5.1,-5.2,-1.15E-14,188592,122,20,266.11,98,394,3087.6,207838,5,2000.7,-28.1,9099
1871,6/30/2023,2993,4311,1.61,27536,32409,625,625,-4.1,-4.2,-2.84E-14,192042,126,13,282.59,93,419,3047,206913,5,1972.4,-27.7,9428
1872,7/1/2023,3123,4400,3.12,28187,32894,631,631,-0.8,-0.8,5.77E-15,193030,123,123,287.81,96,378,2676.8,209334,93,2027.4,-22.4,8739
1874,7/3/2023,3393,4599,22.47,23353,32133,657,657,-4,-3.9,-3.41E-14,197820,122,3153,296.12,94,314,2783.6,219976,466,2124.9,-4.7,10334
1875,7/4/2023,3451,4687,5.81,24341,30229,652,653,0.1,0.2,-0.1,200511,122,343,281.65,90,365,2791.9,221516,12,2195,-22.8,10156
1876,7/5/2023,3340,4546,3.42,24342,30962,637,637,-7.6,-7.6,0.1,195337,117,465,267.76,85,358,2615.9,216664,178,2132.5,-37.8,9696
1877,7/6/2023,3241,4388,1.94,20928,31351,619,619,-6.2,-6.1,-5.33E-15,192210,116,33,234.16,82,352,3193.3,208348,38,2074.2,-40.1,8211
1878,7/7/2023,3268,4403,2,21805,28498,621,621,-6.2,-6,0.1,193582,118,20,229.48,80,346,3079.6,209603,37,2099,-25.3,8789
1879,7/8/2023,2900,4236,2.15,24661,32593,623,608,-6.4,-6.5,-1.42E-14,183530,107,12,230.03,65,343,3330.4,203848,0,1994.4,-27.7,9663
1880,7/10/2023,3334,4274,5.89,28233,35566,428,428,-7.1,-7,2.66E-15,187419,114,450,258.87,95,309,3170.6,204702,482,2010.6,-8.4,11779
1884,7/14/2023,3355,4615,10.75,23554,31785,611,611,-7.4,-7.3,1.69E-14,202198,122,1624,293.71,100,380,3228.6,219763,185,2153.9,-10.2,9265
1885,7/15/2023,3289,4597,4.46,25672,31053,620,620,-6.9,-6.8,-5.33E-15,198698,122,563,290.09,95,418,3223.6,218112,159,2137.6,-21.6,9160
1886,7/16/2023,3199,4388,2.77,25388,30373,589,589,-6.4,-6.4,-0.1,191960,122,286,268.41,94,365,3084.7,207395,151,2050.2,-24.8,8320
1887,7/17/2023,3372,4594,4.98,24940,30383,637,637,-7.5,-7.4,-0.2,201969,122,1192,257.09,98,364,3254.6,218544,116,2147.3,-18.6,8733
1888,7/18/2023,3312,4609,3.06,24525,29771,642,642,-3.6,-3.6,1.07E-14,200442,122,791,239.75,97,442,3250.8,218023,661,2162.5,-33.2,7356
1889,7/19/2023,3240,4569,11.09,27035,32211,656,656,-4.3,-4.3,-0.1,201284,124,1976,219.38,97,465,3221.2,215751,1133,2101.6,-10.5,9053
1890,7/20/2023,3319,4643,12.05,25140,32236,674,674,-4,-3.9,3.55E-14,202670,127,2297,245.24,93,443,3289,219180,679,2162.1,-31.8,9583
1891,7/21/2023,3374,4701,12.42,24799,32579,677,677,-6.8,-6.7,-0.1,202150,127,2476,237.36,95,433,3357,219781,236,2209.3,-21.3,9514
1892,7/22/2023,3238,4560,4.54,22969,32365,661,661,-7.2,-7.2,1.71E-14,198653,131,174,225.57,92,434,3238.3,214404,208,2160.4,-24.9,10092
1893,7/23/2023,3091,4444,4.21,23641,34604,689,689,-7.8,-7.8,-1.42E-14,195205,141,815,236.67,87,409,3161.1,208241,516,2083.1,-36.2,8378
1894,7/24/2023,3284,4647,10.83,22596,33749,737,737,-10.4,-10.4,0.1,203473,139,1402,224.88,87,401,3314.5,218402,917,2169.7,-14.1,9238
1895,7/25/2023,3311,4598,6.67,23981,31626,715,715,-6.5,-6.3,-0.1,202776,140,1360,183.5,92,375,3234.5,216020,553,2186.3,-12.4,10472
1896,7/26/2023,3153,4462,1.45,24341,33402,730,730,-5.5,-5.6,2.71E-14,199137,144,227,200.84,91,373,3095.6,210278,102,2122.8,-34,9574
1897,7/27/2023,3075,4459,3.05,23234,33257,749,749,-6.1,-6.3,-0.1,199468,145,443,182.42,86,448,3101.8,208710,114,2092.4,-39.1,8659
1898,7/28/2023,2936,4451,1.6,23089,34372,756,756,-3.4,-3.4,-9.77E-15,195379,143,341,234.61,78,497,3123.9,208185,128,2089.4,-35.7,9470
1899,7/29/2023,2780,4334,0.88,26959,37120,750,750,-7.3,-7.3,0.1,191974,142,154,263.93,79,540,3044.3,205532,156,2036.9,-37.3,10118
1900,7/30/2023,2842,4343,0.88,27734,37891,757,757,-6.1,-6.2,0.1,194919,143,151,278.44,85,467,3074.7,204514,40,2033.9,-8.9,10810
1901,7/31/2023,3056,4628,2.15,22869,36720,780,780,0.1,0.2,3.73E-14,204144,143,604,280.68,88,492,3295.6,220634,0,2175.8,-17.5,9916
1902,8/1/2023,3035,4699,1.65,23416,35832,759,759,-0.2,-0.1,-2.55E-14,205746,143,201,278.35,93,586,2600.3,222389,12,2221.9,-44.9,7964
1903,8/2/2023,2961,4607,1.94,24167,37035,742,742,-4.3,-4.2,-0.1,200298,143,21,251.79,89,610,2725.7,219813,15,2122.3,-32.3,8464
1904,8/3/2023,3004,4607,2.42,24834,33993,776,776,-2.9,-2.8,0.1,203404,144,483,246.45,93,571,2647,220505,305,2134,-31.3,8683
1905,8/4/2023,3119,4658,2.95,24770,33873,796,796,-3.4,-3.4,-5.33E-15,203825,145,375,270.97,93,457,2792.3,222170,10,2169.9,-20.8,8799
1906,8/5/2023,3142,4675,3.77,23620,33670,790,790,-5.3,-8.1,2.9,205508,149,571,298.33,90,425,2783,222402,69,2180.9,-25.5,8072
1907,8/6/2023,2951,4534,0.84,28287,35467,759,759,-7.3,-7.2,0.1,196664,150,16,295.55,81,523,3286.8,215136,21,2087.2,-33.6,7637
1908,8/7/2023,3024,4687,4.87,28926,35438,805,805,-6.2,-6.2,2.31E-14,208444,150,1261,280.59,94,548,2925.5,225626,210,2114.2,-17.8,10418
1909,8/8/2023,3189,4815,30.43,28777,33853,828,828,-7.4,-7.5,0.1,206489,148,5378,271.43,93,466,3398.9,229456,367,2205.8,1.7,11768
1910,8/9/2023,3343,4862,42.18,27993,28979,821,821,-6.7,-6.6,-0.1,204181,147,7837,281.11,84,381,3284.9,234141,1208,2227.4,6.3,12458
1911,8/10/2023,3406,4907,57.69,27501,27570,816,816,-31.8,-31.7,-0.1,205977,149,8307,281.16,79,325,3138.4,235197,1842,2237.4,-0.2,12165
1914,8/13/2023,3355,4896,0.83,24770,26841,762,762,-3.9,-3.9,5.33E-15,206285,150,58,295.46,79,464,3419.7,230205,0,2235.8,-30.5,7765
1915,8/14/2023,3503,4960,13.82,24436,30337,764,764,-1.5,-1.3,1.07E-14,208061,150,2543,274.65,82,385,3448,237625,127,2328.4,-14,9809
1916,8/15/2023,3494,4827,4.25,25232,32009,781,781,-8.5,-8.5,4.62E-14,202064,150,554,280.55,80,283,3389.1,227821,346,2294.9,-8.3,10651
1917,8/16/2023,3614,5030,37.65,20666,28279,798,798,-6.2,-6.1,0.1,210155,150,5915,305.67,75,297,3503.1,240504,2095,2337.9,10.7,9716
1918,8/17/2023,3607,5122,53.96,20604,31618,788,788,-6.5,-6.7,-1.69E-14,210277,150,7255,296.05,77,419,3569,243422,1027,2400.8,-13,10305
1919,8/18/2023,3589,5099,30.2,22153,31682,774,774,-3.1,-3.1,0.1,209866,150,4208,277.56,78,437,3578.2,241559,1327,2424.4,-9.5,10213
1920,8/19/2023,3510,4960,28.61,23322,31667,758,758,-4.7,-4.7,2.84E-14,206601,150,4402,254.34,77,411,3475.3,235220,535,2339.7,-7.8,9996
1921,8/20/2023,3550,4825,21.77,28467,29274,759,759,-4,-24.9,20.9,201829,132,1704,256.88,75,325,3392.6,226472,349,2266.6,-20.6,10569
1922,8/21/2023,3620,4967,89.17,25050,26600,819,819,-3.6,-3.6,0.1,205981,125,9109,302.49,79,237,3490.5,237713,1980,2288.7,20.6,12820
1923,8/22/2023,3605,5031,48.21,22559,27067,830,830,-6,-6.6,0.8,206941,126,2742,297.78,79,274,3523.2,240934,585,2317.3,26.2,12867
1924,8/23/2023,3415,4898,5.56,22106,27477,757,757,-11.7,-11.6,-2.84E-14,207404,127,525,284.52,82,413,3394.9,231982,741,2310.7,-26.8,9131
1925,8/24/2023,3385,4902,6.23,22506,25496,745,745,-5.6,-5.6,3.55E-15,209012,126,886,292.14,88,439,3379,235119,256,2303,-29.6,8675
1926,8/25/2023,3487,4940,5.49,21942,27849,762,762,-4.3,-4.4,-0.1,209410,127,606,301.43,80,391,3412.7,238996,406,2339,-23.6,9657
1927,8/26/2023,3552,4938,9.76,21360,27141,751,751,-6,-6,-0.1,209571,121,1829,291.47,80,336,3390.4,236757,685,2355.5,-13.6,9176
1928,8/27/2023,3535,4872,3.74,20862,28554,717,717,-6.2,-6.1,1.78E-14,206129,123,419,308.58,79,376,3377.9,232894,265,2324.5,-49.3,8452
1929,8/28/2023,3563,5050,4.03,19843,28508,732,732,-4.4,-4.4,7.11E-15,215592,123,567,318.75,72,447,3474,242317,400,2361.5,-30.5,10346
1930,8/29/2023,3732,5109,55.05,19893,25734,776,776,-2.6,-2.5,-0.1,212932,123,8554,314.44,77,273,3508.4,243467,1675,2418.7,-1.11E-15,10652
1931,8/30/2023,3790,5073,60.22,20329,26710,775,775,-0.4,-0.4,-3.91E-14,206052,130,4008,319.09,76,147,3507.3,242069,1799,2364.1,35.5,12960
1932,8/31/2023,3852,5126,90.09,18358,20818,764,764,-8.8,-8.9,1.78E-14,212479,145,7318,320.37,77,127,3525.1,246909,5083,2394.4,34.3,14518
1933,9/1/2023,3939,5218,124.28,17303,21886,759,759,-8.1,-8.1,-5.33E-15,212954,131,10745,321.73,81,126,2653,248283,2794,2403.7,42.1,11668
1934,9/3/2023,3742,5026,25.77,18907,21316,671,671,-5.7,-5.6,-0.1,207851,129,744,295.56,99,270,2676.4,234281,250,2347.5,-27,10550
1935,9/4/2023,3657,5028,9.97,18084,20182,656,656,-18,-17.9,-0.1,213992,129,1482,262.7,100,364,2721,238217,178,2337.5,-27.4,11943
1936,9/5/2023,3726,5000,13.39,17947,19938,641,641,-5.3,-5.2,-5.33E-15,209317,132,1474,253.48,103,296,2892.4,234338,255,2342.3,-17.3,9225
1937,9/6/2023,3661,4925,9.54,20174,20710,651,651,-2.3,-2.3,1.69E-14,206533,133,1404,296.83,100,308,3321.3,231334,175,2287.8,-25.1,8744
1938,9/7/2023,3477,4771,2.05,21387,24379,566,566,-3.8,-3.8,-5.33E-15,199366,148,17,284.33,87,425,2771.4,221713,188,2222.4,-44.6,8713
1939,9/8/2023,3391,4681,3.66,19589,26579,568,568,-8.2,-8.3,0.1,201458,159,374,269.17,81,441,3424.4,221474,304,2210.5,-32.9,9658
1940,9/9/2023,3315,4638,5,19978,25609,570,570,-6.1,-6,0.1,199055,159,331,277.42,82,465,3217.9,219517,140,2208.2,-39.4,9737
1941,9/10/2023,3138,4491,2.28,18922,28661,550,550,-2.7,-2.6,1.15E-14,193692,160,90,276.41,80,501,3205,209866,11,2136.4,-44.6,7440
1944,9/13/2023,3673,4925,15.58,20523,24959,607,607,-4,-4,1.15E-14,207860,154,1938,291.89,82,350,3398.2,232578,578,2353.4,-9.5,8765
1945,9/14/2023,3781,4929,12.26,18486,23987,609,609,-1.2,-1.2,-3.97E-14,208561,154,2076,258.14,86,288,3431.4,235353,932,2366.3,-13.8,10505
1946,9/15/2023,3659,4795,8.24,18503,25931,609,609,6.1,6.1,0,205023,154,1061,260.26,86,277,3340.3,231806,186,2303.1,-33,9376
1947,9/16/2023,3428,4653,4.27,24276,27023,589,589,-5.5,-5.6,3.42E-14,197161,154,502,270.75,81,373,3252.8,223275,213,2216.4,-35.7,8476
1948,9/17/2023,3121,4285,2.13,19768,31971,543,543,-8.4,-8.4,-0.1,183366,158,10,254.44,73,364,2975.8,206129,110,2021.9,-39.9,9879
1956,9/25/2023,3278,4351,4.01,22246,25773,600,600,-7.6,-7.7,-0.1,196239,155,534,290.42,81,175,3004,211114,521,2066.1,-22.3,8435
1957,9/26/2023,3477,4518,4.2,22606,25457,591,591,-4.8,-4.8,-1.13E-14,200778,153,627,287.94,88,151,3149.1,217746,258,2122.9,-14.5,12523
1958,9/27/2023,3554,4586,8.34,23796,24470,581,581,-4.8,-4.8,-4.55E-14,199358,155,1160,279.17,90,170,3203.2,219290,764,2122.9,-9.8,10401
1959,9/28/2023,3551,4573,11.55,24646,25014,546,546,-5.1,-5.2,0.1,196828,159,875,296.48,87,191,3214.4,218971,863,2126.5,-10.8,10570
1960,9/29/2023,3577,4572,13.75,24146,24102,511,511,-3,-3.2,-1.15E-14,197854,150,679,297.53,89,204,3199.4,218737,297,2113.7,-26.8,8935
1961,9/30/2023,3501,4508,4.68,22836,25781,493,493,-1.1,-1.1,0.1,193656,154,215,296.32,84,222,3115.5,214954,582,2092.1,-33.4,9989
1962,10/1/2023,3254,4316,1.35,25726,26082,405,518,24.3,-27.5,0.6,188048,157,128,284.48,81,265,2686.2,192776,0,1647.4,294.8,18289
1963,10/2/2023,3182,4244,3.48,24776,26046,484,484,-10.1,121.6,-131.6,188838,152,732,290.18,87,224,2726.7,203659,705,1973.2,-25.4,11390
1964,10/3/2023,3422,4427,5.84,24761,26684,500,500,-9.4,91.7,-100.9,198658,149,595,319.74,89,184,2795.3,215502,65,2066.6,-16.6,10019
1965,10/4/2023,3525,4517,11.29,27266,26346,493,493,-7.9,-7.8,-0.1,199360,144,2951,323.67,82,178,2852,218104,1106,2080.2,-1.8,12333
1966,10/5/2023,3555,4558,8.23,22804,25244,489,489,-5.1,-5,0,200594,145,1464,326.97,82,177,2910.1,221232,503,2091.7,-0.2,12050
1967,10/6/2023,3623,4652,23.68,25092,24792,493,493,-4.2,10.5,-14.6,201813,136,2998,334.27,83,190,3273.4,223599,2179,2120.5,6.4,12678
1968,10/7/2023,3650,4663,54.76,28223,22975,511,511,330.2,141.3,188.8,200110,124,5807,329.5,77,145,2944.5,223345,2479,2107.3,10.5,12218
1969,10/8/2023,3673,4617,23.82,24890,22295,478,478,1.4,1.5,-7.11E-15,193835,131,1709,323.21,71,126,3443.7,220320,1198,2097.5,4.5,11862
1970,10/9/2023,3737,4735,49.59,21253,23499,483,483,-3.8,-3.7,-0.1,200820,145,6711,316.52,67,143,3091.7,229009,1079,2164.3,17.1,14436
1971,10/10/2023,3751,4764,45.55,20503,23252,476,476,-8.5,-8.6,-0.1,202101,147,5364,313.81,72,132,3206.8,229932,1308,2215.2,9.9,12907
1974,10/13/2023,3835,4774,6.55,17242,23071,456,456,-7.1,-7.2,-8.88E-15,203347,147,1198,317.04,81,85,3184.6,227569,460,2262.6,-2.3,10236
1975,10/14/2023,3755,4721,7.12,22376,23726,430,430,-5.2,-5.4,0.1,199572,145,1260,304.79,89,104,3130.6,225549,562,2244.5,-6,9467
1976,10/15/2023,3687,4495,2.33,23942,24224,409,409,-4.8,-4.8,5.33E-15,190420,150,317,300.89,81,97,2946.3,215812,216,2129,-34.2,10615
1977,10/16/2023,3635,4415,3.65,21741,24361,415,415,-3.55E-15,-0.1,-0.1,188769,149,420,248.36,81,115,2886.5,220178,0,2145.2,-43.2,12337
1978,10/17/2023,3603,4372,7.5,22768,22601,409,409,2.4,2.3,1.15E-14,191755,149,1227,278.52,85,99,2791,215410,554,2082.9,-34.3,10437
1979,10/18/2023,3707,4461,5.33,21043,24231,386,386,-8.2,-8.2,2.66E-15,195223,149,1342,316.35,85,77,2868.1,217677,93,2090.8,-10.4,10015
1980,10/19/2023,3788,4503,3.97,21612,23788,373,373,-10.2,-10.2,-0.1,194701,150,495,307.56,85,61,2889.5,219351,273,2115.4,-10.6,9799
1981,10/21/2023,3728,4441,0.38,19635,24249,337,337,-5.8,-5.8,-2.84E-14,189729,150,7,305.71,95,74,2845.5,217163,65,2116.5,-24.4,8542
1982,10/22/2023,3607,4298,0.25,21095,22469,328,328,-5.4,6.6,-12,182213,150,0,299.91,100,77,2735.3,208087,0,2036.9,-18.1,9572
